round,train_loss,train_accuracy,test_loss,test_accuracy,precision,recall,f1_score
1,1.5654480482935906,0.4617,2.3053981590270998,0.1,0.009999999776482582,0.10000000149011612,0.01818181946873665
2,1.36265993142128,0.44718,2.3121912407875063,0.1,0.009999999776482582,0.10000000149011612,0.01818181946873665
3,1.328012431740761,0.44942,2.317831857204437,0.1,0.009999999776482582,0.10000000149011612,0.01818181946873665
4,1.3033494738936424,0.44808,2.320855438709259,0.1,0.009999999776482582,0.10000000149011612,0.01818181946873665
5,1.2987318439483642,0.44612,2.314661045074463,0.1,0.009999999776482582,0.10000000149011612,0.01818181946873665
6,1.286413575410843,0.45632,2.3098942017555237,0.1,0.009999999776482582,0.10000000149011612,0.01818181946873665
7,1.2536211162209512,0.47318,2.239572937488556,0.162,0.09356027096509933,0.16200000047683716,0.06395374238491058
8,1.2110632364153862,0.49828,2.121238465309143,0.2053,0.10798874497413635,0.2053000032901764,0.1232624351978302
9,1.1800904518663884,0.5177,2.0753514754772184,0.2017,0.10688662528991699,0.20170000195503235,0.1172325611114502
10,1.1612415834069252,0.5391,2.048985058069229,0.2042,0.15603475272655487,0.20419999957084656,0.11863996088504791
11,1.1360406630039215,0.54088,2.009718961715698,0.2181,0.19258356094360352,0.21810001134872437,0.1409791111946106
12,1.1258527353703975,0.54892,1.9940078616142274,0.2332,0.17754067480564117,0.23319999873638153,0.16103234887123108
13,1.1017620992958546,0.56218,2.0052631664276124,0.23,0.17640575766563416,0.23000000417232513,0.16605551540851593
14,1.095978550851345,0.56264,1.944568213224411,0.2579,0.1874745786190033,0.2578999996185303,0.19321253895759583
15,1.077038865417242,0.56934,1.9238897681236267,0.2612,0.21449804306030273,0.2612000107765198,0.19955158233642578
16,1.0649999032914639,0.57698,1.9050380539894105,0.2675,0.2752770483493805,0.26750001311302185,0.2104499638080597
17,1.0605844481885434,0.57858,1.903186284303665,0.2658,0.24306140840053558,0.26579999923706055,0.20642071962356567
18,1.0514942292571068,0.58042,1.8823935687541962,0.2799,0.2853612005710602,0.2799000144004822,0.22420240938663483
19,1.0485165541172028,0.579,1.877335649728775,0.2816,0.3015287518501282,0.2815999984741211,0.22362066805362701
20,1.029939957678318,0.5889,1.868159693479538,0.288,0.31223514676094055,0.2879999876022339,0.2324528992176056
21,1.0294355348348618,0.58998,1.8498815953731538,0.296,0.3006303906440735,0.29600000381469727,0.25294774770736694
22,1.0272817321419716,0.59208,1.8465870344638824,0.3041,0.3032844662666321,0.304099977016449,0.26579445600509644
23,1.0127715552449226,0.59578,1.8384385466575623,0.3008,0.3174936771392822,0.30079999566078186,0.2526665925979614
24,1.0072955971956252,0.60108,1.8190915381908417,0.3138,0.30778151750564575,0.31380000710487366,0.26918327808380127
25,1.0082810348123312,0.59864,1.817211265563965,0.3091,0.32636162638664246,0.30910003185272217,0.2608150839805603
26,0.9958801349848508,0.60774,1.797675119638443,0.3192,0.3242531418800354,0.31919997930526733,0.27448999881744385
27,0.9816828929781913,0.61286,1.7769447410106658,0.3236,0.346042275428772,0.32359999418258667,0.26937776803970337
28,0.9736415183842182,0.61912,1.7488742780685425,0.3416,0.36612391471862793,0.3416000008583069,0.2989758849143982
29,0.9615142573118209,0.62534,1.7279661476612092,0.3479,0.37213847041130066,0.3478999733924866,0.30988365411758423
30,0.9534174506068229,0.62608,1.6995113694667816,0.3663,0.3761591613292694,0.36629998683929443,0.33683228492736816
31,0.947907470241189,0.6333,1.6909205996990204,0.3631,0.380621075630188,0.36309999227523804,0.3336877226829529
32,0.9427440338581801,0.63256,1.676500746011734,0.3748,0.3869187831878662,0.37480002641677856,0.3536231517791748
33,0.9349635913223028,0.63552,1.6518669021129608,0.3845,0.3899880647659302,0.38449999690055847,0.36579787731170654
34,0.9204791516661645,0.64208,1.637108656167984,0.3826,0.3979971706867218,0.38260000944137573,0.3607693314552307
35,0.9256607423126697,0.64014,1.624444442987442,0.3919,0.3995950520038605,0.3919000029563904,0.3730738162994385
36,0.921998814418912,0.64278,1.6093824434280395,0.3974,0.4073646068572998,0.39739999175071716,0.38368460536003113
37,0.9032255492955447,0.64964,1.6166089677810669,0.3917,0.41156524419784546,0.39169996976852417,0.3806614875793457
38,0.899518900051713,0.65082,1.582004828453064,0.4068,0.4156884551048279,0.4068000018596649,0.3952293395996094
39,0.8948774369508028,0.65544,1.5788127565383911,0.4126,0.42934393882751465,0.41259998083114624,0.40093541145324707
40,0.8872442765980959,0.6554,1.5645547497272492,0.4155,0.42611193656921387,0.4154999852180481,0.40469712018966675
41,0.8830498821288347,0.65862,1.5578201162815093,0.416,0.42722588777542114,0.41600000858306885,0.4054105281829834
42,0.8730892030000686,0.66236,1.5380652499198915,0.4269,0.43000227212905884,0.4269000291824341,0.41797441244125366
43,0.8716204880848527,0.66296,1.5309877598285675,0.4326,0.43697914481163025,0.4326000213623047,0.42670246958732605
44,0.8715931429564953,0.6634,1.5234295511245728,0.4325,0.44121482968330383,0.4325000047683716,0.42210185527801514
45,0.8682815791964531,0.66748,1.5174197900295257,0.4347,0.44476935267448425,0.43470001220703125,0.4264977276325226
46,0.8734913370162248,0.6652,1.5169896245002747,0.4376,0.44274038076400757,0.4376000165939331,0.43183591961860657
47,0.8519984546601772,0.67252,1.503789839744568,0.4407,0.44843658804893494,0.4406999945640564,0.4348471462726593
48,0.8487635949254035,0.67278,1.4986520445346831,0.4417,0.4550086259841919,0.4417000114917755,0.4359605312347412
49,0.8502863254547119,0.67008,1.4956929278373718,0.445,0.4591103494167328,0.4449999928474426,0.4399123191833496
50,0.847127727150917,0.67446,1.4931254315376281,0.4468,0.45657336711883545,0.44679999351501465,0.44214147329330444
51,0.8418615535348654,0.67584,1.4795099997520447,0.4515,0.4616902470588684,0.4514999985694885,0.4450015127658844
52,0.8367515266686678,0.67754,1.4809134113788605,0.4486,0.4642740488052368,0.44859999418258667,0.445496529340744
53,0.8285305726528168,0.67836,1.4681675660610198,0.4569,0.4696483016014099,0.4568999707698822,0.4492540955543518
54,0.8324089774787427,0.67848,1.4596132123470307,0.4616,0.47004643082618713,0.46160000562667847,0.45455244183540344
55,0.82300835929811,0.6807,1.4514224231243134,0.464,0.47297143936157227,0.46400001645088196,0.4557141363620758
56,0.821989747300744,0.68386,1.4511933207511902,0.4621,0.4681980013847351,0.46209999918937683,0.45658785104751587
57,0.8165763281434775,0.68572,1.4411193645000457,0.4657,0.47242364287376404,0.46570003032684326,0.4598769247531891
58,0.8177395791560411,0.68542,1.4361223912239074,0.4673,0.4808290898799896,0.4672999978065491,0.4615391492843628
59,0.8146886772364378,0.68598,1.4379076778888702,0.4652,0.47984206676483154,0.4652000069618225,0.46391618251800537
60,0.8079187953174114,0.68734,1.4294071769714356,0.4706,0.4845314025878906,0.4706000089645386,0.46830958127975464
61,0.8093590427637101,0.689,1.4201203203201294,0.4746,0.4835019111633301,0.4745999872684479,0.47189581394195557
62,0.8030687615424394,0.69052,1.4196699845790863,0.475,0.4909866750240326,0.47499996423721313,0.47425922751426697
63,0.8049044564962388,0.69046,1.4143156266212464,0.477,0.4872742295265198,0.47699999809265137,0.47427430748939514
64,0.7962222566232086,0.69368,1.405651479959488,0.4803,0.4875006079673767,0.48030000925064087,0.4758893847465515
65,0.8011816078573465,0.69144,1.4085811626911164,0.4788,0.4892640709877014,0.4788000285625458,0.4759142994880676
66,0.7949828330278397,0.69378,1.4021589648723602,0.4877,0.49433884024620056,0.4876999855041504,0.48459795117378235
67,0.7878718734532595,0.69552,1.389607253074646,0.4908,0.4997180104255676,0.49079999327659607,0.48689550161361694
