round,train_loss,train_accuracy,test_loss,test_accuracy,precision,recall,f1_score,confusion_matrix
1,1.0827428057193755,0.70356,2.310245380401611,0.1,0.009999999776482582,0.10000000149011612,0.01818181946873665,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
2,0.8436482229232788,0.69802,2.337258460521698,0.1,0.009999999776482582,0.10000000149011612,0.01818181946873665,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
3,0.8017736226618289,0.69758,2.3510652422904967,0.1,0.009999999776482582,0.10000000149011612,0.01818181946873665,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
4,0.7729600650966167,0.69468,2.3673254561424257,0.1,0.009999999776482582,0.10000000149011612,0.01818181946873665,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
5,0.7638593374490737,0.69756,2.344568386077881,0.1,0.0217617005109787,0.10000000894069672,0.018566856160759926,"[[998, 0, 0, 0, 2, 0, 0, 0, 0, 0], [998, 0, 0, 0, 2, 0, 0, 0, 0, 0], [999, 0, 0, 0, 1, 0, 0, 0, 0, 0], [999, 0, 0, 0, 1, 0, 0, 0, 0, 0], [998, 0, 0, 0, 2, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [995, 0, 0, 0, 5, 0, 0, 0, 0, 0], [999, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [997, 0, 0, 0, 3, 0, 0, 0, 0, 0]]"
6,0.7459631486535072,0.7114,2.3416136622428896,0.1277,0.0290093831717968,0.12770000100135803,0.04312119632959366,"[[969, 0, 0, 0, 31, 0, 0, 0, 0, 0], [909, 0, 0, 0, 91, 0, 0, 0, 0, 0], [775, 0, 0, 0, 225, 0, 0, 0, 0, 0], [814, 0, 0, 0, 186, 0, 0, 0, 0, 0], [692, 0, 0, 0, 308, 0, 0, 0, 0, 0], [811, 0, 0, 0, 189, 0, 0, 0, 0, 0], [485, 0, 0, 0, 515, 0, 0, 0, 0, 0], [846, 0, 0, 0, 154, 0, 0, 0, 0, 0], [987, 0, 0, 0, 13, 0, 0, 0, 0, 0], [922, 0, 0, 0, 78, 0, 0, 0, 0, 0]]"
7,0.727960392087698,0.71896,2.3077110195159913,0.1689,0.0354597382247448,0.1688999980688095,0.05820483714342117,"[[840, 0, 0, 0, 160, 0, 0, 0, 0, 0], [532, 0, 0, 0, 468, 0, 0, 0, 0, 0], [257, 0, 0, 0, 743, 0, 0, 0, 0, 0], [192, 0, 0, 0, 808, 0, 0, 0, 0, 0], [151, 0, 0, 0, 849, 0, 0, 0, 0, 0], [241, 0, 0, 0, 759, 0, 0, 0, 0, 0], [40, 0, 0, 0, 960, 0, 0, 0, 0, 0], [244, 0, 0, 0, 756, 0, 0, 0, 0, 0], [830, 0, 0, 0, 170, 0, 0, 0, 0, 0], [572, 0, 0, 0, 428, 0, 0, 0, 0, 0]]"
8,0.6978191586434841,0.73612,2.2607492232322692,0.1693,0.03626381233334541,0.16930000483989716,0.059056222438812256,"[[813, 0, 0, 0, 187, 0, 0, 0, 0, 0], [521, 0, 0, 0, 479, 0, 0, 0, 0, 0], [235, 0, 0, 0, 765, 0, 0, 0, 0, 0], [152, 0, 0, 0, 848, 0, 0, 0, 0, 0], [120, 0, 0, 0, 880, 0, 0, 0, 0, 0], [188, 0, 0, 0, 812, 0, 0, 0, 0, 0], [34, 0, 0, 0, 966, 0, 0, 0, 0, 0], [201, 0, 0, 0, 799, 0, 0, 0, 0, 0], [806, 0, 0, 0, 194, 0, 0, 0, 0, 0], [547, 0, 0, 0, 453, 0, 0, 0, 0, 0]]"
9,0.6640146753489972,0.75186,2.193520483970642,0.1745,0.08632529526948929,0.1744999885559082,0.06900336593389511,"[[844, 3, 0, 19, 133, 0, 0, 0, 0, 1], [647, 5, 0, 71, 276, 0, 0, 0, 0, 1], [276, 8, 0, 27, 687, 0, 0, 0, 0, 2], [193, 2, 0, 62, 743, 0, 0, 0, 0, 0], [152, 0, 0, 16, 832, 0, 0, 0, 0, 0], [247, 6, 0, 62, 685, 0, 0, 0, 0, 0], [50, 1, 0, 10, 939, 0, 0, 0, 0, 0], [286, 5, 0, 23, 681, 0, 0, 0, 0, 5], [849, 2, 0, 44, 105, 0, 0, 0, 0, 0], [642, 1, 0, 21, 334, 0, 0, 0, 0, 2]]"
10,0.635820186316967,0.76206,2.1436875748634336,0.1877,0.11334531009197235,0.18770000338554382,0.09797760844230652,"[[838, 46, 0, 14, 82, 0, 0, 0, 0, 20], [647, 81, 0, 53, 176, 0, 0, 2, 0, 41], [273, 69, 0, 42, 588, 0, 0, 1, 0, 27], [202, 64, 0, 97, 607, 0, 0, 0, 0, 30], [148, 22, 0, 32, 768, 0, 0, 3, 0, 27], [239, 80, 0, 82, 580, 0, 0, 2, 0, 17], [56, 23, 0, 33, 881, 0, 0, 0, 0, 7], [213, 84, 0, 30, 522, 0, 0, 2, 0, 149], [851, 27, 0, 37, 58, 0, 0, 0, 0, 27], [615, 43, 0, 29, 221, 0, 0, 1, 0, 91]]"
