round,train_loss,train_accuracy,test_loss,test_accuracy,precision,recall,f1_score
1,1.6518783450126648,0.34764,2.1278345870971678,0.2378,0.26992368698120117,0.2378000020980835,0.17861244082450867
2,1.5334993184804917,0.3983,2.021772073507309,0.2739,0.2917056083679199,0.27390000224113464,0.23623201251029968
3,1.4437424597144126,0.43336,1.900580097436905,0.3365,0.3425954580307007,0.33649998903274536,0.3127761483192444
4,1.4048996688723565,0.44656,1.8204118537902831,0.3616,0.3632556200027466,0.36159998178482056,0.33391067385673523
5,1.3714452798366548,0.46428,1.7600404846668243,0.3775,0.3806990385055542,0.3774999976158142,0.3580600917339325
6,1.3183309958577156,0.48718,1.709923927783966,0.3961,0.40238669514656067,0.3960999846458435,0.37647438049316406
7,1.2923186992406845,0.49578,1.6548201549053192,0.4117,0.4175759553909302,0.41169998049736023,0.3959963023662567
8,1.270357296258211,0.50508,1.632336208820343,0.4194,0.425814151763916,0.41940000653266907,0.404415488243103
9,1.25266712141037,0.5137,1.5707762408256531,0.4411,0.4353787899017334,0.44110000133514404,0.42417019605636597
10,1.2145168706476688,0.5279,1.5342374229431153,0.4555,0.45079681277275085,0.4555000066757202,0.4453987181186676
11,1.1960409829616547,0.5328,1.5122965955734253,0.4673,0.46262454986572266,0.4672999978065491,0.4586904048919678
12,1.1801780084967612,0.54314,1.4951215136051177,0.4707,0.47062915563583374,0.4706999957561493,0.4605409502983093
13,1.169079201132059,0.54716,1.473045336008072,0.4778,0.4783884584903717,0.47780001163482666,0.4692026972770691
14,1.1501136146783828,0.55152,1.4313931822776795,0.4918,0.4880355894565582,0.4918000102043152,0.48239636421203613
15,1.1336119675040246,0.55946,1.427102656364441,0.4973,0.4931262731552124,0.49730002880096436,0.49001094698905945
16,1.1236595904827118,0.56538,1.401590337753296,0.5052,0.5015995502471924,0.5052000284194946,0.4980274736881256
17,1.1067191486358643,0.57028,1.3862180650234222,0.5137,0.5091539621353149,0.513700008392334,0.5060469508171082
18,1.0889742422997952,0.57746,1.360594503879547,0.5225,0.5174251794815063,0.5225000381469727,0.5139014720916748
19,1.073838303476572,0.58652,1.3531055736541748,0.5257,0.521081805229187,0.525700032711029,0.5166075229644775
20,1.066453623175621,0.58846,1.3327860677242278,0.533,0.529510498046875,0.5329999923706055,0.5248240232467651
21,1.0560575891137123,0.59066,1.3155422759056092,0.5374,0.5302772521972656,0.5374000072479248,0.5279326438903809
22,1.047684884995222,0.5933,1.2977971124649048,0.5466,0.5420328378677368,0.5465999841690063,0.5413482189178467
23,1.0364777002036571,0.60102,1.2850579702854157,0.5553,0.5497639179229736,0.5552999973297119,0.548358142375946
24,1.0196416529715062,0.60822,1.2729024493694305,0.558,0.5550663471221924,0.5579999685287476,0.5498105883598328
25,1.0166370587050915,0.61024,1.275109691619873,0.5574,0.5567819476127625,0.5573999881744385,0.5502777695655823
26,1.0088860854804516,0.61548,1.2588181459903718,0.5614,0.5627925395965576,0.5613999962806702,0.557640790939331
27,0.9946406167298555,0.61926,1.2327954268455505,0.5764,0.5695452094078064,0.5763999819755554,0.5674197673797607
28,0.9741790157258511,0.6296,1.2138356268405914,0.5789,0.57792729139328,0.5788999795913696,0.5736193060874939
29,0.9760389309674501,0.6286,1.2048444557189941,0.5852,0.5815514922142029,0.5852000117301941,0.5800020098686218
30,0.9640368947684765,0.63096,1.1896012759208678,0.5904,0.5851004719734192,0.590399980545044,0.5842278003692627
31,0.956848972260952,0.63562,1.194754526615143,0.5875,0.5910322070121765,0.5874999761581421,0.5844864249229431
32,0.9376225582510233,0.64224,1.1689076346158982,0.5927,0.5877491235733032,0.5927000045776367,0.5859001278877258
33,0.9413433829843998,0.6442,1.1615515816211701,0.5994,0.5931931734085083,0.599399983882904,0.5939639806747437
34,0.9270096539855003,0.64748,1.1391841155290603,0.6046,0.5983564853668213,0.6045999526977539,0.5979821085929871
35,0.9166473539024591,0.65052,1.1504752320051193,0.6056,0.6029789447784424,0.6055999994277954,0.5987475514411926
36,0.9103867343962192,0.65376,1.1209405910968782,0.61,0.6057541370391846,0.6100000143051147,0.6044460535049438
37,0.8959386088401079,0.65786,1.1018918478488922,0.6169,0.612700343132019,0.6169000267982483,0.6131059527397156
38,0.8932924811840057,0.6596,1.0944632411003112,0.6204,0.617265522480011,0.6204000115394592,0.6173499822616577
39,0.8803044562488794,0.66738,1.0833235496282578,0.628,0.6241567134857178,0.628000020980835,0.6250896453857422
40,0.8789920163303614,0.66646,1.080368359684944,0.6233,0.6187829971313477,0.6232999563217163,0.6176288723945618
41,0.8722367102503776,0.66674,1.0711275285482407,0.6278,0.6238383650779724,0.6277999877929688,0.6238908171653748
