round,train_loss,train_accuracy,test_loss,test_accuracy,precision,recall,f1_score
1,1.4517194482524292,0.5966223404255319,2.8451494980365672,0.453031914893617,0.6206656694412231,0.45303189754486084,0.43297091126441956
2,0.690256231608107,0.8043173758865249,1.5763992356493117,0.6446808510638298,0.7190173864364624,0.6446808576583862,0.6341608762741089
3,0.46584916830307255,0.8619060283687944,0.9832376469957068,0.7301595744680851,0.7622754573822021,0.73015958070755,0.7185479402542114
4,0.376544329894918,0.883563829787234,0.7789788223961567,0.7746808510638298,0.7905164957046509,0.7746808528900146,0.7668605446815491
5,0.31967011134029555,0.9003014184397163,0.6525957031135864,0.7991489361702128,0.8071833848953247,0.7991489171981812,0.794171154499054
6,0.28687409336516856,0.9097872340425532,0.5989318662818442,0.8132446808510638,0.8206318616867065,0.8132447004318237,0.8086103200912476
7,0.264834945844668,0.9156382978723404,0.5584369312892569,0.8218085106382979,0.8289928436279297,0.8218085169792175,0.8173526525497437
8,0.24527122955567018,0.9215691489361703,0.5232342635380461,0.831436170212766,0.8382821083068848,0.8314361572265625,0.8275075554847717
9,0.23945722395685462,0.9229787234042554,0.5126587555129477,0.8336170212765958,0.8417656421661377,0.8336169719696045,0.8291053771972656
10,0.21994213197885595,0.9285106382978724,0.48697422080217523,0.8387234042553191,0.8463122248649597,0.8387234210968018,0.8352639675140381
11,0.21196453486183653,0.9316578014184397,0.47100931041418237,0.8429787234042553,0.8475037813186646,0.8429787755012512,0.839438796043396
12,0.19973335330637093,0.9334485815602837,0.45429293874730453,0.8461702127659575,0.8515663146972656,0.84617018699646,0.8421116471290588
13,0.19447764690927435,0.9361524822695035,0.44407734322421094,0.8486702127659574,0.8523856997489929,0.8486701846122742,0.8451341986656189
14,0.19288579616047516,0.9365514184397163,0.4458933949787566,0.8479255319148936,0.8574771881103516,0.8479255437850952,0.8437771797180176
15,0.1818540368367033,0.9393439716312056,0.4305922585598966,0.8511702127659575,0.8574961423873901,0.8511701822280884,0.8469312787055969
