round,train_loss,train_accuracy,test_loss,test_accuracy,precision,recall,f1_score
1,1.0364047604639426,0.702304964539007,3.5105707696143615,0.15558510638297873,0.24566443264484406,0.15558511018753052,0.09787274897098541
2,0.530694383820717,0.8471187943262412,2.585547074358514,0.33824468085106385,0.6444135904312134,0.3382446765899658,0.31147825717926025
3,0.3627210754440463,0.890549645390071,1.9006528949483912,0.4909574468085106,0.6906955242156982,0.49095743894577026,0.47196435928344727
4,0.2991421033766993,0.9078634751773049,1.4770733929694968,0.6224468085106383,0.7233244180679321,0.6224467754364014,0.6101599931716919
5,0.24808494798815975,0.9218882978723404,1.1312932454525155,0.708031914893617,0.7605910301208496,0.7080318927764893,0.6999737024307251
6,0.26671284364325043,0.9215159574468085,1.0991491231512516,0.725,0.7635981440544128,0.7250000238418579,0.716745138168335
7,0.2035414234663241,0.9349645390070922,0.8792105034944859,0.7545212765957446,0.7892540693283081,0.7545212507247925,0.745834231376648
8,0.19267630645491723,0.9386436170212766,0.7901318666148693,0.7821808510638298,0.8022246956825256,0.7821807861328125,0.7741335034370422
9,0.1794074405535002,0.9418705673758865,0.7235063755131782,0.7892553191489362,0.8107723593711853,0.7892552614212036,0.7811319231987
10,0.16526043283883549,0.945540780141844,0.6818068395269677,0.7954787234042553,0.8177888989448547,0.7954787611961365,0.7880934476852417
11,0.16049769114362777,0.9463297872340426,0.6463529924128918,0.8071808510638298,0.8217935562133789,0.8071808815002441,0.7993189096450806
12,0.15495472121432652,0.9487145390070922,0.6142615759943394,0.813031914893617,0.8251937031745911,0.8130319118499756,0.8041688799858093
13,0.14347433345126076,0.9517287234042553,0.5829075635113614,0.8136170212765957,0.8242495656013489,0.8136169910430908,0.8054376840591431
14,0.14104054017749562,0.9523315602836879,0.5694702354834434,0.8198936170212766,0.8303177952766418,0.8198936581611633,0.8117785453796387
15,0.13707640963899226,0.9537677304964539,0.55610088433357,0.8227127659574468,0.8330107927322388,0.822712779045105,0.8147658705711365
16,0.1313045956560366,0.9549556737588653,0.5433073969597512,0.8215957446808511,0.8364051580429077,0.8215957880020142,0.8131604194641113
17,0.12716008813055613,0.9561170212765957,0.5273392519101183,0.8306914893617021,0.8398262858390808,0.8306914567947388,0.8245474100112915
18,0.12738650480094563,0.9566489361702127,0.5208624342971659,0.8315957446808511,0.8425541520118713,0.831595778465271,0.8248894214630127
19,0.12233456483795861,0.957845744680851,0.513217069208622,0.8328191489361703,0.8415245413780212,0.8328191637992859,0.8255408406257629
20,0.11560545612484917,0.9599822695035461,0.5006336733064753,0.8336702127659574,0.845511257648468,0.8336701989173889,0.826458215713501
21,0.11827118950697811,0.9597163120567376,0.4959210956350286,0.8351063829787234,0.846741259098053,0.835106372833252,0.8288092017173767
22,0.11111733502824378,0.9615248226950355,0.48838024095017857,0.8388829787234042,0.8465598225593567,0.8388829231262207,0.8321866989135742
23,0.10898374420432176,0.9613209219858156,0.4903801996657189,0.8347340425531915,0.8458951711654663,0.8347340822219849,0.8270292282104492
24,0.10820024130440314,0.9617464539007092,0.47731887818651,0.8403191489361702,0.8501933813095093,0.8403191566467285,0.8330477476119995
25,0.10513845807616765,0.9632535460992908,0.4731531417433252,0.8401595744680851,0.8499375581741333,0.8401595950126648,0.8333441019058228
26,0.10347975888371043,0.9634751773049646,0.4614237012698295,0.843936170212766,0.852112889289856,0.8439361453056335,0.8385483026504517
27,0.10436097581742673,0.9633333333333334,0.4615145119580817,0.8426063829787234,0.8513270616531372,0.8426063060760498,0.8361101746559143
28,0.10063132232162195,0.964627659574468,0.4585178421532854,0.8413829787234043,0.852897584438324,0.8413829803466797,0.8352329730987549
29,0.10039289239944696,0.9648581560283688,0.4495292529463768,0.8467553191489362,0.853384256362915,0.84675532579422,0.8407716155052185
30,0.10506312548415013,0.9635017730496453,0.4516572743020159,0.8477659574468085,0.855704128742218,0.8477659225463867,0.8410559892654419
31,0.09818892333687408,0.9650975177304965,0.447251012271389,0.846063829787234,0.8522027730941772,0.8460637927055359,0.8399480581283569
32,0.09319083891848308,0.9663386524822695,0.4426870789933712,0.8459042553191489,0.8531233072280884,0.8459042310714722,0.8397822976112366
33,0.09246844230147737,0.966959219858156,0.4385132888688686,0.8481914893617021,0.8538589477539062,0.848191499710083,0.8421077728271484
34,0.09121839793118051,0.967304964539007,0.43852430304631274,0.8489893617021277,0.8571345210075378,0.8489893078804016,0.8435045480728149
