round,train_loss,train_accuracy,test_loss,test_accuracy,precision,recall,f1_score
1,1.8793621816348733,0.4772074468085106,2.208695274718264,0.5622340425531915,0.6435414552688599,0.5622340440750122,0.554610013961792
2,0.9116425059828247,0.727313829787234,1.1282249061351126,0.7056914893617021,0.7363544702529907,0.7056915163993835,0.6934374570846558
3,0.6127532247876656,0.8048847517730496,0.7362716800354897,0.7837234042553192,0.7917381525039673,0.7837234735488892,0.7783379554748535
4,0.49198265439526884,0.8401329787234042,0.6297871430820607,0.8081382978723404,0.8113552331924438,0.8081383109092712,0.8060197830200195
5,0.44005079859511015,0.8555053191489361,0.5693025118175973,0.8213297872340426,0.8278042078018188,0.8213298320770264,0.8181676864624023
6,0.3955079075682195,0.866968085106383,0.5244636394559069,0.8284574468085106,0.8378509283065796,0.8284574747085571,0.8244443535804749
7,0.3687479003646299,0.876241134751773,0.4959199824865828,0.8398936170212766,0.8428359031677246,0.8398935794830322,0.8377430438995361
8,0.348985378694529,0.8815780141843972,0.47523740916810137,0.8427659574468085,0.8471221327781677,0.8427660465240479,0.8400371670722961
9,0.3293298611047526,0.8874202127659574,0.4589152015111548,0.8472872340425532,0.8503679037094116,0.8472872972488403,0.8448483943939209
10,0.31599326778289116,0.8906648936170213,0.44619192682365155,0.85,0.8562966585159302,0.8500000238418579,0.8459751605987549
11,0.30304193067057256,0.8952393617021277,0.43215012352200266,0.8531914893617021,0.8571439981460571,0.8531914949417114,0.8510786890983582
12,0.2949556145353031,0.8977659574468085,0.42059638034156027,0.8574468085106383,0.860886812210083,0.8574467897415161,0.8552908897399902
13,0.2837775997279199,0.9012234042553191,0.4130804445198242,0.8603191489361702,0.8632833957672119,0.8603190779685974,0.8583375215530396
14,0.2754553560834669,0.9036436170212766,0.4087055189178345,0.8631382978723404,0.8635969758033752,0.8631382584571838,0.8613201379776001
15,0.26847277722248797,0.9044858156028369,0.400544258111969,0.8630851063829788,0.8654628992080688,0.863085150718689,0.8611952662467957
16,0.2621881497492155,0.9070035460992908,0.39565552089442596,0.8652659574468086,0.8683843016624451,0.865265965461731,0.8631489276885986
17,0.2556681353692956,0.9082978723404256,0.3912223900093677,0.8669148936170212,0.8686479330062866,0.8669148683547974,0.8652727007865906
18,0.2489777974500354,0.9106471631205674,0.38579014625321045,0.8684042553191489,0.8702660799026489,0.8684042692184448,0.867106020450592
