round,train_loss,train_accuracy,test_loss,test_accuracy
1,1.9479797934439589,0.45602836879432623,2.3476641677795573,0.5604255319148936
2,0.9897058703454462,0.7029343971631206,1.1028956269964258,0.7137765957446809
3,0.6830770116074817,0.7851507092198582,0.7885291363964689,0.7688829787234043
4,0.5608849555802208,0.8192996453900709,0.6565893721707323,0.8002659574468085
5,0.4972373288593764,0.8387943262411347,0.5933303780061133,0.8149468085106383
6,0.45417829674523297,0.8507446808510638,0.5429979154087128,0.8270744680851064
7,0.42183436364371407,0.8608244680851064,0.5098680590061431,0.8354255319148937
8,0.39691318403467113,0.867872340425532,0.4886551430567782,0.8387765957446809
9,0.37821692050111,0.8735992907801419,0.46784793742476627,0.8420212765957447
10,0.3625797080738034,0.8771897163120568,0.45636577168677717,0.8479255319148936
11,0.3494819502082013,0.880886524822695,0.4454205839874897,0.8512234042553192
12,0.3377774872863335,0.8846187943262411,0.42994430336229345,0.854468085106383
13,0.32760229122375817,0.8872429078014185,0.42238058663429096,0.8556914893617021
14,0.31677978282120633,0.8919592198581561,0.4163730834234268,0.8592553191489362
15,0.31005073103356895,0.892322695035461,0.4073959837885613,0.8621808510638298
16,0.30300421904201175,0.8940780141843971,0.40128592032384364,0.8642553191489362
17,0.29627779757080547,0.8968971631205673,0.3988291397849296,0.8636170212765958
18,0.28949121393672855,0.8991312056737588,0.3922559524311664,0.8671808510638298
19,0.2841218212682173,0.9006294326241134,0.3854370817700599,0.870904255319149
20,0.2776209114979728,0.9022872340425532,0.3816706504276458,0.8692553191489362
21,0.2728220341973178,0.9041400709219858,0.37616186795082496,0.8723404255319149
22,0.2699235347306012,0.9053191489361702,0.373246544805613,0.8716489361702128
23,0.2648235641710513,0.9070656028368794,0.3721814014334628,0.8704255319148936
24,0.26137272469783596,0.9078191489361702,0.3713685335472543,0.8718085106382979
25,0.2568487752925816,0.9079875886524823,0.36791588370787337,0.8731382978723404
26,0.2541137349217179,0.9087145390070922,0.364754463383492,0.8742021276595745
27,0.2524728157872116,0.9101329787234043,0.3616723423625561,0.8756382978723404
28,0.24638306213021013,0.9118085106382978,0.35988507877956044,0.8763829787234042
29,0.24551485513654003,0.9122251773049646,0.35852818533461145,0.875531914893617
30,0.24181033589246398,0.9119680851063829,0.35535290575724965,0.8772340425531915
31,0.23920262177715884,0.9137234042553192,0.3532250996124237,0.876968085106383
32,0.23712455496367013,0.9146453900709219,0.3524039034513717,0.8778191489361702
33,0.23312338986136813,0.9154698581560283,0.3517351723890355,0.8780851063829788
34,0.23269659128504086,0.9151595744680852,0.349920029621175,0.8778191489361702
35,0.229141382257213,0.9168351063829787,0.34798672454471286,0.8787765957446808
36,0.22515431565103775,0.9184840425531915,0.3471675432267341,0.8783510638297872
37,0.22376342174995043,0.9178812056737589,0.3456280495416611,0.8798936170212766
38,0.22256304069929128,0.9187854609929078,0.3455563592149856,0.8795744680851064
39,0.21927679120579482,0.9198670212765957,0.34368475531326964,0.8802127659574468
40,0.21634150087108492,0.920700354609929,0.3446824031624388,0.8797340425531915
41,0.2157684077803501,0.9201241134751773,0.34234545533644395,0.8811702127659574
42,0.21291282667979888,0.9212145390070922,0.34086870734995983,0.8811702127659574
43,0.21187996889385297,0.9214982269503547,0.33857255091375493,0.8815425531914893
