round,train_loss,train_accuracy,test_loss,test_accuracy
1,2.349361924356814,0.3604432624113475,1.379855458787147,0.6388297872340426
2,1.0572123733712426,0.6756294326241135,0.82407691656275,0.7497872340425532
3,0.7531023314183063,0.7619858156028368,0.6528810875212893,0.790372340425532
4,0.6262046867413512,0.7984929078014185,0.5718691775139342,0.8172872340425532
5,0.5518454606162635,0.8186170212765957,0.5276514348514536,0.8285638297872341
6,0.506205149651472,0.8326418439716312,0.49181350041577154,0.8393617021276596
7,0.4725125560867237,0.8426507092198582,0.46795446974165894,0.8463829787234043
8,0.44598505278745443,0.8508421985815603,0.449869641344598,0.8487765957446809
9,0.42414062793320373,0.8564450354609929,0.43713923752941986,0.8527127659574468
10,0.40800893191142495,0.8613918439716312,0.42437336454366115,0.856968085106383
11,0.39528293832476047,0.8651063829787234,0.41429552909858686,0.8601063829787234
12,0.38169132745593576,0.8685815602836879,0.40329962445700424,0.8615957446808511
13,0.369922639046472,0.8727570921985816,0.3979789232319974,0.8634574468085107
14,0.3600191894958311,0.8759574468085106,0.39176730323345105,0.865531914893617
15,0.3531809880791219,0.8767198581560284,0.3854690762434868,0.8681914893617021
16,0.34431972360529056,0.88,0.38244070061977875,0.8703191489361702
17,0.3368641418596426,0.8822251773049645,0.3784980809276408,0.8701063829787234
18,0.32988885102450105,0.8843085106382979,0.3724271336768536,0.8704255319148936
19,0.32490084220503346,0.8854875886524822,0.3707340003011074,0.871968085106383
20,0.3190979797009986,0.8867553191489361,0.3662422238829288,0.8718085106382979
21,0.31553569034085416,0.888563829787234,0.36258199386140133,0.875904255319149
22,0.3083698676218748,0.8890957446808511,0.3604423928451031,0.8742553191489362
23,0.3044830607319687,0.8911258865248227,0.35802844889620516,0.8754787234042554
24,0.2993829807398695,0.8934929078014184,0.35377900684450536,0.8760638297872341
25,0.29612491086937803,0.8949822695035461,0.35387406401494714,0.8778723404255319
26,0.2934105465525484,0.894804964539007,0.3521896374669481,0.8763829787234042
27,0.28969717021529556,0.8967287234042554,0.3490598890058538,0.8779255319148936
28,0.28498414878614564,0.8974468085106383,0.34768259709185745,0.8782446808510638
29,0.2824232553594237,0.8980141843971631,0.3460726841650111,0.8790425531914894
30,0.27740335738722316,0.8992641843971632,0.34295744761190516,0.8806382978723404
31,0.2758271376288608,0.8995744680851064,0.3426790454444733,0.8784574468085107
32,0.27020574903366623,0.9020567375886525,0.340638642916654,0.8820212765957447
33,0.2700194029035113,0.9022074468085106,0.3405095209308127,0.8817021276595745
34,0.26626966107266803,0.9027925531914893,0.3388582591046678,0.8814893617021277
