round,train_loss,train_accuracy,test_loss,test_accuracy,precision,recall,f1_score
1,2.798917355974938,0.26773049645390073,2.4185555082686405,0.4775,0.52293461561203,0.47749996185302734,0.46004122495651245
2,1.6818885912709203,0.5173404255319148,1.5378858897280185,0.5791489361702128,0.5913230776786804,0.5791489481925964,0.5611977577209473
3,1.3012369957481715,0.6176241134751773,1.2977104548444138,0.631436170212766,0.6331852674484253,0.6314361691474915,0.6219258904457092
4,1.1369699342612256,0.6609131205673758,1.1749088535917567,0.6578723404255319,0.6616365909576416,0.6578723192214966,0.6505587100982666
5,1.024728724096261,0.6933421985815603,1.0828553824982745,0.6827127659574468,0.6898548603057861,0.6827127933502197,0.6784645318984985
6,0.9424312470441168,0.7156294326241135,1.0020851001460502,0.7057978723404256,0.7101787328720093,0.7057978510856628,0.7014246582984924
7,0.872169680882853,0.7358510638297873,0.9323652611767992,0.7248404255319149,0.7266824245452881,0.7248404026031494,0.7210572957992554
8,0.8181656930886262,0.7510372340425532,0.88300636347304,0.7388297872340426,0.7413358688354492,0.7388297915458679,0.7352702617645264
9,0.7733623777218955,0.7624822695035461,0.8394320889356288,0.7518085106382979,0.7564419507980347,0.7518085241317749,0.7472217082977295
10,0.7334131416303258,0.7740070921985815,0.8021110128215019,0.7598936170212766,0.7617833018302917,0.7598936557769775,0.756680428981781
11,0.7010069547894787,0.7831294326241135,0.7726144987217923,0.7677659574468085,0.7697739601135254,0.7677658796310425,0.7640239596366882
12,0.674010833130872,0.7895124113475177,0.7488120169715679,0.7726063829787234,0.7775508165359497,0.772606372833252,0.7695682644844055
13,0.649462599378634,0.7970656028368794,0.7282914752338795,0.7775531914893618,0.7814472913742065,0.7775532007217407,0.774635910987854
14,0.6298305421777016,0.8027482269503546,0.7042071881129387,0.7837234042553192,0.7849376797676086,0.7837233543395996,0.7816562652587891
15,0.6099269698882568,0.8075,0.691197231094888,0.7873404255319149,0.7902421355247498,0.7873404026031494,0.7851842641830444
16,0.5941749641975612,0.8125177304964539,0.6772443913715951,0.7907978723404255,0.7935238480567932,0.7907978296279907,0.7883430123329163
17,0.5782403087785059,0.8164627659574468,0.664111722657021,0.7927127659574468,0.7966954708099365,0.7927128076553345,0.7905146479606628
18,0.5642924342806458,0.8213741134751773,0.6497596668753218,0.7984042553191489,0.7993398904800415,0.7984042167663574,0.7959823608398438
19,0.5532469265334679,0.8234751773049646,0.6375355263973804,0.8017021276595745,0.8035333752632141,0.8017021417617798,0.8007365465164185
20,0.5387490204594871,0.8266312056737589,0.6293528194123126,0.8018085106382978,0.8036551475524902,0.8018084764480591,0.8004257678985596
21,0.5284109958612644,0.829281914893617,0.6190044436048954,0.8048404255319149,0.8069908618927002,0.8048404455184937,0.8031692504882812
22,0.5186304802022187,0.831622340425532,0.6125591752376962,0.8082446808510638,0.8088237047195435,0.8082447052001953,0.8065325021743774
23,0.5109781756296965,0.8340248226950354,0.6040435270109075,0.8112765957446808,0.8151876926422119,0.8112766146659851,0.8094965219497681
24,0.5019919300861393,0.8379521276595745,0.603345071540234,0.8095744680851064,0.8124406337738037,0.8095744848251343,0.8079544305801392
25,0.4923245256343949,0.8395035460992908,0.5886829693583732,0.8136170212765957,0.8160551190376282,0.8136170506477356,0.811660647392273
26,0.4868477278659847,0.8421099290780142,0.5815291103530438,0.8169148936170213,0.8171675205230713,0.8169148564338684,0.8158426284790039
27,0.47615563813200656,0.84552304964539,0.5776687015561347,0.8156382978723404,0.8186184167861938,0.8156383037567139,0.8144906759262085
28,0.4688496371585849,0.8464982269503546,0.570401114193683,0.8168085106382978,0.819014310836792,0.8168084621429443,0.8150938153266907
29,0.4641622308271785,0.848563829787234,0.5633241472409126,0.8187765957446809,0.8231369256973267,0.818776547908783,0.8177816867828369
30,0.45525490508038313,0.85,0.5619128894932727,0.8220212765957446,0.8249523639678955,0.8220213055610657,0.8209288716316223
31,0.4499428180370031,0.8523404255319149,0.5546978068478564,0.8222872340425532,0.825230598449707,0.8222872018814087,0.8200244307518005
32,0.44333982907420566,0.8543439716312057,0.5475932316894226,0.8244148936170212,0.825615406036377,0.824414849281311,0.8231351375579834
33,0.44014488710949184,0.8546985815602837,0.5480586797633069,0.8239893617021277,0.8258970975875854,0.8239893317222595,0.8221955895423889
34,0.4330947400671793,0.8566223404255319,0.5396530989636766,0.8268085106382979,0.827508270740509,0.826808512210846,0.8253582715988159
35,0.42789582194601916,0.8573847517730496,0.537701057943892,0.8267021276595745,0.8280426263809204,0.8267021179199219,0.8246956467628479
36,0.4240582066198401,0.8585992907801419,0.5340472898901777,0.8278191489361703,0.8291938304901123,0.8278191685676575,0.8265219926834106
37,0.41940328025833723,0.8607712765957447,0.5310751821132417,0.8275531914893617,0.830223798751831,0.8275531530380249,0.8258619904518127
38,0.4150259948593188,0.8616134751773049,0.5266161874887791,0.831436170212766,0.8330217599868774,0.8314361572265625,0.829871654510498
39,0.41058211952500734,0.8632624113475177,0.5227578071520683,0.8315957446808511,0.8315303921699524,0.831595778465271,0.8301015496253967
40,0.40625040877068824,0.864281914893617,0.5214021343817102,0.8305851063829788,0.833877444267273,0.8305850625038147,0.8288527727127075
41,0.40109806859746894,0.8654964539007092,0.5200109014168699,0.831436170212766,0.8326573371887207,0.8314361572265625,0.8299299478530884
42,0.39803739778023767,0.866427304964539,0.5134915563654392,0.8321276595744681,0.8335897922515869,0.8321276903152466,0.8306792974472046
43,0.3934691250112885,0.8672695035460993,0.5114048811349463,0.8356382978723405,0.8371909260749817,0.8356382846832275,0.8345014452934265
44,0.3902491784720609,0.8692021276595745,0.5104523114067443,0.8336702127659574,0.834900975227356,0.8336701989173889,0.8322782516479492
45,0.386589965511589,0.8696897163120567,0.5084456828363398,0.8342021276595745,0.8372973203659058,0.8342021107673645,0.8328852653503418
46,0.38245775062353055,0.870904255319149,0.5037964309783692,0.8369148936170213,0.8372551202774048,0.8369148969650269,0.8356426358222961
