round,train_loss,train_accuracy,test_loss,test_accuracy,precision,recall,f1_score
1,1.1557693700339142,0.6495656028368795,3.5609034173032073,0.13095744680851062,0.264771968126297,0.1309574544429779,0.08066850900650024
2,0.8635121870852003,0.7379166666666667,3.0120471906154713,0.2248936170212766,0.4056936502456665,0.22489361464977264,0.1775646209716797
3,0.7221282598912611,0.7821808510638298,2.58135406007158,0.32420212765957446,0.521263599395752,0.32420212030410767,0.2845306396484375
4,0.5938042132104648,0.8168794326241134,2.2072808089408467,0.3997340425531915,0.5423464775085449,0.3997340500354767,0.3758580982685089
5,0.5245270674407535,0.8353723404255319,1.9431167606343613,0.46101063829787237,0.5663320422172546,0.4610106348991394,0.44364896416664124
6,0.47872656368524996,0.8510283687943262,1.7496653909378863,0.5095212765957446,0.5916176438331604,0.5095212459564209,0.494771808385849
7,0.44393518282998856,0.8597429078014185,1.6159572721795832,0.5492021276595744,0.6153081059455872,0.5492021441459656,0.5350207090377808
8,0.41761627612133506,0.8681560283687944,1.50574144340576,0.5785106382978723,0.6295948624610901,0.5785106420516968,0.5670753717422485
9,0.3950605536507218,0.8742198581560283,1.4179828680576163,0.5971808510638298,0.6439621448516846,0.5971808433532715,0.5860514640808105
10,0.37439202444812825,0.8822872340425532,1.3571978705994627,0.6115425531914893,0.6547400951385498,0.6115425825119019,0.6024291515350342
11,0.3611819836552129,0.8866755319148936,1.2973378402121523,0.6292021276595745,0.669967532157898,0.629202127456665,0.6207373142242432
12,0.34103640977438565,0.89125,1.2360275910889849,0.6454787234042553,0.6804007887840271,0.6454787254333496,0.6371550559997559
13,0.328466693753152,0.895709219858156,1.2038897551754688,0.6505319148936171,0.6859602928161621,0.6505318880081177,0.6442334651947021
14,0.3222684261309815,0.897322695035461,1.1499939827208823,0.6664361702127659,0.69355309009552,0.6664361953735352,0.6591196060180664
15,0.3075182746517875,0.9022429078014185,1.1160562536183825,0.673031914893617,0.7001925706863403,0.6730319261550903,0.6656004786491394
